»’∆⁄,π…∆±¥˙¬Î,√˚≥∆, ’≈Ãº€,◊Ó∏ﬂº€,◊ÓµÕº€,ø™≈Ãº€,«∞ ’≈Ã,’«µ¯∂Ó,’«µ¯∑˘,ªª ÷¬ ,≥…Ωª¡ø,≥…ΩªΩ∂Ó,◊‹ –÷µ,¡˜Õ® –÷µ
2020-11-18,'000908,æ∞∑Â“Ω“©,5.57,5.7,5.51,5.63,5.57,0.0,0.0,2.8362,24952522,139478416.78,4900343135.07,4900343135.07
2020-11-17,'000908,æ∞∑Â“Ω“©,5.57,5.82,5.52,5.62,5.7,-0.13,-2.2807,6.605,58109078,330064048.09,4900343135.07,4900343135.07
2020-11-16,'000908,æ∞∑Â“Ω“©,5.7,5.82,5.23,5.23,5.29,0.41,7.7505,8.0426,70756562,401799118.3,5014713800.7,5014713800.7
2020-11-13,'000908,æ∞∑Â“Ω“©,5.29,5.29,5.09,5.18,5.21,0.08,1.5355,2.0034,17625468,91781492.62,4654006316.79,4654006316.79
2020-11-12,'000908,æ∞∑Â“Ω“©,5.21,5.35,5.19,5.27,5.28,-0.07,-1.3258,1.6709,14699925,77058590.15,4583624368.71,4583624368.71
2020-11-11,'000908,æ∞∑Â“Ω“©,5.28,5.47,5.17,5.47,5.42,-0.14,-2.583,2.244,19741916,104134041.77,4645208573.28,4645208573.28
2020-11-10,'000908,æ∞∑Â“Ω“©,5.42,5.58,5.29,5.29,5.25,0.17,3.2381,4.0408,35549732,193273902.24,4768376982.42,4768376982.42
2020-11-09,'000908,æ∞∑Â“Ω“©,5.25,5.33,5.23,5.29,5.19,0.06,1.1561,1.6984,14942103,78734770.1,4618815342.75,4618815342.75
2020-11-06,'000908,æ∞∑Â“Ω“©,5.19,5.33,5.17,5.31,5.3,-0.11,-2.0755,1.5522,13655818,71265866.5,4566028881.69,4566028881.69
2020-11-05,'000908,æ∞∑Â“Ω“©,5.3,5.35,5.08,5.21,5.19,0.11,2.1195,2.7708,24376533,127659992.66,4662804060.3,4662804060.3
2020-11-04,'000908,æ∞∑Â“Ω“©,5.19,5.29,5.05,5.08,5.14,0.05,0.9728,3.8177,33587389,173814950.62,4566028881.69,4566028881.69
2020-11-03,'000908,æ∞∑Â“Ω“©,5.14,5.14,4.6,4.61,4.67,0.47,10.0642,4.3331,38121580,189817755.06,4522040164.14,4522040164.14
2020-11-02,'000908,æ∞∑Â“Ω“©,4.67,4.99,4.58,4.95,4.94,-0.27,-5.4656,3.3635,29590983,138423408.57,4108546219.17,4108546219.17
