ÈÕÆÚ,¹ÉÆ±´úÂë,Ãû³Æ,ÊÕÅÌ¼Û,×î¸ß¼Û,×îµÍ¼Û,¿ªÅÌ¼Û,Ç°ÊÕÅÌ,ÕÇµø¶î,ÕÇµø·ù,»»ÊÖÂÊ,³É½»Á¿,³É½»½ð¶î,×ÜÊÐÖµ,Á÷Í¨ÊÐÖµ
2020-11-18,'002515,½ð×Ö»ðÍÈ,5.96,5.98,5.9,5.95,5.96,0.0,0.0,0.8304,8123876,48212075.74,5830747148.8,5830747148.8
2020-11-17,'002515,½ð×Ö»ðÍÈ,5.96,6.05,5.84,5.89,5.88,0.08,1.3605,1.8517,18115732,108097337.68,5830747148.8,5830747148.8
2020-11-16,'002515,½ð×Ö»ðÍÈ,5.88,5.9,5.67,5.68,5.69,0.19,3.3392,1.485,14528188,84476399.96,5752482086.4,5752482086.4
2020-11-13,'002515,½ð×Ö»ðÍÈ,5.69,5.82,5.65,5.79,5.77,-0.08,-1.3865,0.9067,8869990,50447485.5,5566602563.2,5566602563.2
2020-11-12,'002515,½ð×Ö»ðÍÈ,5.77,5.9,5.74,5.83,5.85,-0.08,-1.3675,1.1029,10789371,62704723.73,5644867625.6,5644867625.6
2020-11-11,'002515,½ð×Ö»ðÍÈ,5.85,5.9,5.8,5.81,5.83,0.02,0.3431,0.8993,8797640,51491992.8,5723132688.0,5723132688.0
2020-11-10,'002515,½ð×Ö»ðÍÈ,5.83,5.89,5.81,5.88,5.85,-0.02,-0.3419,1.0182,9960888,58216178.72,5703566422.4,5703566422.4
2020-11-09,'002515,½ð×Ö»ðÍÈ,5.85,5.88,5.77,5.79,5.77,0.08,1.3865,1.2641,12366640,72168440.8,5723132688.0,5723132688.0
2020-11-06,'002515,½ð×Ö»ðÍÈ,5.77,5.83,5.73,5.81,5.81,-0.04,-0.6885,0.8117,7941204,45755219.4,5644867625.6,5644867625.6
2020-11-05,'002515,½ð×Ö»ðÍÈ,5.81,5.83,5.71,5.73,5.69,0.12,2.109,1.09,10664055,61557718.96,5684000156.8,5684000156.8
2020-11-04,'002515,½ð×Ö»ðÍÈ,5.69,5.77,5.61,5.75,5.73,-0.04,-0.6981,0.807,7894947,44865633.74,5566602563.2,5566602563.2
2020-11-03,'002515,½ð×Ö»ðÍÈ,5.73,5.75,5.57,5.6,5.59,0.14,2.5045,1.0321,10097068,57401681.0,5605735094.4,5605735094.4
2020-11-02,'002515,½ð×Ö»ðÍÈ,5.59,5.82,5.56,5.79,5.78,-0.19,-3.2872,1.4618,14300602,80600367.68,5468771235.2,5468771235.2
2020-10-30,'002515,½ð×Ö»ðÍÈ,5.78,6.08,5.77,6.01,6.03,-0.25,-4.1459,1.5241,14910793,88408909.18,5654650758.4,5654650758.4
2020-10-29,'002515,½ð×Ö»ðÍÈ,6.03,6.08,5.98,6.0,6.08,-0.05,-0.8224,1.0766,10532200,63422120.15,5899229078.4,5899229078.4
2020-10-28,'002515,½ð×Ö»ðÍÈ,6.08,6.19,6.04,6.18,6.18,-0.1,-1.6181,1.0796,10562336,64264901.4,5948144742.4,5948144742.4
2020-10-27,'002515,½ð×Ö»ðÍÈ,6.18,6.2,6.12,6.15,6.17,0.01,0.1621,0.6552,6409804,39546168.09,6045976070.4,6045976070.4
2020-10-26,'002515,½ð×Ö»ðÍÈ,6.17,6.24,6.1,6.23,6.28,-0.11,-1.7516,1.0289,10066301,61956024.36,6036192937.6,6036192937.6
