ÈÕÆÚ,¹ÉÆ±´úÂë,Ãû³Æ,ÊÕÅÌ¼Û,×î¸ß¼Û,×îµÍ¼Û,¿ªÅÌ¼Û,Ç°ÊÕÅÌ,ÕÇµø¶î,ÕÇµø·ù,»»ÊÖÂÊ,³É½»Á¿,³É½»½ð¶î,×ÜÊÐÖµ,Á÷Í¨ÊÐÖµ
2020-11-18,'000423,¶«°¢°¢½º,42.7,44.1,41.25,41.5,41.5,1.2,2.8916,1.5499,10136502,438274884.68,27926719629.9,27926719629.9
2020-11-17,'000423,¶«°¢°¢½º,41.5,42.3,41.32,42.29,42.5,-1.0,-2.3529,0.5513,3605387,150708166.61,27141893785.5,27141893785.5
2020-11-16,'000423,¶«°¢°¢½º,42.5,42.53,40.86,41.78,41.55,0.95,2.2864,0.7038,4602862,191756636.67,27795915322.5,27795915322.5
2020-11-13,'000423,¶«°¢°¢½º,41.55,42.88,41.03,42.88,43.03,-1.48,-3.4395,0.8079,5283618,220721104.32,27174594862.3,27174594862.3
2020-11-12,'000423,¶«°¢°¢½º,43.03,43.21,40.76,40.95,41.01,2.02,4.9256,1.1076,7244014,305840376.28,28142546737.1,28142546737.1
2020-11-11,'000423,¶«°¢°¢½º,41.01,41.84,40.71,41.0,41.02,-0.01,-0.0244,0.6115,3999616,164688921.44,26821423232.4,26821423232.4
2020-11-10,'000423,¶«°¢°¢½º,41.02,42.22,40.85,42.01,41.82,-0.8,-1.913,0.6815,4457320,184824896.3,26827963447.7,26827963447.7
2020-11-09,'000423,¶«°¢°¢½º,41.82,43.48,41.52,43.16,43.16,-1.34,-3.1047,1.572,10280958,433046445.76,27351180677.3,27351180677.3
2020-11-06,'000423,¶«°¢°¢½º,43.16,43.64,41.81,42.25,42.5,0.66,1.5529,1.1575,7570387,324443002.02,28227569536.9,28227569536.9
2020-11-05,'000423,¶«°¢°¢½º,42.5,42.96,39.45,39.71,39.67,2.83,7.1339,1.4434,9440335,392124859.92,27795915322.5,27795915322.5
2020-11-04,'000423,¶«°¢°¢½º,39.67,40.12,39.31,39.97,39.85,-0.18,-0.4517,0.3484,2278679,90270050.0,25945034372.8,25945034372.8
2020-11-03,'000423,¶«°¢°¢½º,39.85,39.99,39.15,39.45,39.35,0.5,1.2706,0.4804,3142148,124607393.59,26062758249.5,26062758249.5
2020-11-02,'000423,¶«°¢°¢½º,39.35,39.75,38.5,38.5,38.25,1.1,2.8758,0.7023,4593370,180700495.23,25735747481.0,25735747481.0
2020-10-30,'000423,¶«°¢°¢½º,38.25,39.79,38.15,39.79,39.47,-1.22,-3.091,0.4949,3236811,125588558.43,25016323790.2,25016323790.2
2020-10-29,'000423,¶«°¢°¢½º,39.47,39.97,38.82,38.98,39.38,0.09,0.2285,0.4995,3266711,129212043.59,25814230065.4,25814230065.4
2020-10-28,'000423,¶«°¢°¢½º,39.38,39.43,38.4,38.76,38.71,0.67,1.7308,0.4834,3161268,123274341.04,25755368127.1,25755368127.1
2020-10-27,'000423,¶«°¢°¢½º,38.71,38.94,38.15,38.8,38.91,-0.2,-0.514,0.5337,3490425,134627392.42,25317173697.3,25317173697.3
2020-10-26,'000423,¶«°¢°¢½º,38.91,39.11,37.71,38.51,38.62,0.29,0.7509,0.564,3688814,141879754.83,25447978004.7,25447978004.7
2020-10-23,'000423,¶«°¢°¢½º,38.62,39.57,38.52,39.0,39.15,-0.53,-1.3538,0.617,4035621,156704598.08,25258311758.9,25258311758.9
2020-10-22,'000423,¶«°¢°¢½º,39.15,39.77,38.7,39.5,39.68,-0.53,-1.3357,0.6072,3971297,155161223.31,25604943173.5,25604943173.5
2020-10-21,'000423,¶«°¢°¢½º,39.68,40.95,39.44,40.67,40.68,-1.0,-2.4582,0.5967,3902609,155561135.72,25951574588.2,25951574588.2
2020-10-20,'000423,¶«°¢°¢½º,40.68,40.72,39.29,39.61,39.28,1.4,3.5642,0.6446,4215654,169001166.3,26605596125.2,26605596125.2
2020-10-19,'000423,¶«°¢°¢½º,39.28,42.01,39.21,42.0,42.02,-2.74,-6.5207,1.4163,9263225,373439042.46,25689965973.4,25689965973.4
2020-10-16,'000423,¶«°¢°¢½º,42.02,42.51,41.47,41.85,42.15,-0.13,-0.3084,0.7621,4984071,209569568.65,27481984984.7,27481984984.7
2020-10-15,'000423,¶«°¢°¢½º,42.15,44.6,40.85,43.8,43.13,-0.98,-2.2722,1.5759,10306491,433549730.93,27567007784.5,27567007784.5
2020-10-14,'000423,¶«°¢°¢½º,43.13,43.71,42.64,42.8,43.11,0.02,0.0464,0.8433,5515086,237741227.68,28207948890.8,28207948890.8
2020-10-13,'000423,¶«°¢°¢½º,43.11,43.4,41.06,41.4,41.41,1.7,4.1053,1.1547,7551989,319479895.37,28194868460.1,28194868460.1
2020-10-12,'000423,¶«°¢°¢½º,41.41,42.87,41.08,42.19,42.08,-0.67,-1.5922,1.5841,10360455,429664516.33,27083031847.2,27083031847.2
2020-10-09,'000423,¶«°¢°¢½º,42.08,42.4,39.9,40.4,39.71,2.37,5.9683,0.8018,5243704,216761186.08,27521226277.0,27521226277.0
2020-09-30,'000423,¶«°¢°¢½º,39.71,41.1,39.51,40.23,39.88,-0.17,-0.4263,0.9956,6511436,262311577.06,25971195234.3,25971195234.3
2020-09-29,'000423,¶«°¢°¢½º,39.88,40.29,39.5,39.84,39.49,0.39,0.9876,0.8377,5478888,218532766.09,26082378895.6,26082378895.6
