»’∆⁄,π…∆±¥˙¬Î,√˚≥∆, ’≈Ãº€,◊Ó∏ﬂº€,◊ÓµÕº€,ø™≈Ãº€,«∞ ’≈Ã,’«µ¯∂Ó,’«µ¯∑˘,ªª ÷¬ ,≥…Ωª¡ø,≥…ΩªΩ∂Ó,◊‹ –÷µ,¡˜Õ® –÷µ
2020-11-18,'002194,Œ‰∫∫∑≤π»,16.83,17.27,16.79,16.97,17.12,-0.29,-1.6939,1.5579,10536620,179204144.53,11382787154.0,11382787154.0
2020-11-17,'002194,Œ‰∫∫∑≤π»,17.12,17.15,16.27,16.8,16.94,0.18,1.0626,2.2719,15365523,254855238.26,11578925494.7,11578925494.7
2020-11-16,'002194,Œ‰∫∫∑≤π»,16.94,17.5,16.7,17.23,17.36,-0.42,-2.4194,1.7512,11844005,200875473.56,11457184455.6,11457184455.6
2020-11-13,'002194,Œ‰∫∫∑≤π»,17.36,17.5,16.97,17.24,17.47,-0.11,-0.6297,1.7383,11756909,202529719.67,11741246880.2,11741246880.2
2020-11-12,'002194,Œ‰∫∫∑≤π»,17.47,18.2,17.3,17.84,17.93,-0.46,-2.5655,2.7705,18737704,331433052.4,11815644181.8,11815644181.8
2020-11-11,'002194,Œ‰∫∫∑≤π»,17.93,18.0,16.53,16.97,17.09,0.84,4.9152,4.4036,29783198,516646722.79,12126760170.6,12126760170.6
2020-11-10,'002194,Œ‰∫∫∑≤π»,17.09,17.48,16.98,17.48,17.73,-0.64,-3.6097,3.3974,22977816,394019177.69,11558635321.5,11558635321.5
2020-11-09,'002194,Œ‰∫∫∑≤π»,17.73,18.29,17.53,17.72,17.68,0.05,0.2828,5.6732,38370403,687381558.37,11991492349.4,11991492349.4
2020-11-06,'002194,Œ‰∫∫∑≤π»,17.68,17.94,16.81,17.3,17.06,0.62,3.6342,6.5729,44455305,771624435.54,11957675394.1,11957675394.1
2020-11-05,'002194,Œ‰∫∫∑≤π»,17.06,17.06,15.4,15.72,15.51,1.55,9.9936,4.8912,33081237,549655591.82,11538345148.4,11538345148.4
2020-11-04,'002194,Œ‰∫∫∑≤π»,15.51,15.79,15.41,15.75,15.7,-0.19,-1.2102,1.079,7297930,113462541.74,10490019534.1,10490019534.1
2020-11-03,'002194,Œ‰∫∫∑≤π»,15.7,15.99,15.56,15.76,15.78,-0.08,-0.507,1.9033,12872806,202995084.54,10618523964.2,10618523964.2
2020-11-02,'002194,Œ‰∫∫∑≤π»,15.78,15.88,15.15,15.32,15.43,0.35,2.2683,1.7527,11854365,185240378.61,10672631092.7,10672631092.7
2020-10-30,'002194,Œ‰∫∫∑≤π»,15.43,15.88,15.3,15.32,15.33,0.1,0.6523,2.1353,14442057,225289330.3,10435912405.6,10435912405.6
2020-10-29,'002194,Œ‰∫∫∑≤π»,15.33,15.55,14.41,14.58,14.68,0.65,4.4278,1.7408,11773389,179564859.73,10368278495.0,10368278495.0
2020-10-28,'002194,Œ‰∫∫∑≤π»,14.68,14.74,14.12,14.55,14.57,0.11,0.755,0.8282,5601760,80686541.05,9928658076.08,9928658076.08
2020-10-27,'002194,Œ‰∫∫∑≤π»,14.57,14.94,14.52,14.84,14.94,-0.37,-2.4766,0.676,4572118,67056040.05,9854260774.42,9854260774.42
2020-10-26,'002194,Œ‰∫∫∑≤π»,14.94,15.16,14.84,15.04,15.05,-0.11,-0.7309,0.4467,3021263,45290105.39,10104506243.6,10104506243.6
2020-10-23,'002194,Œ‰∫∫∑≤π»,15.05,15.35,14.9,15.29,15.2,-0.15,-0.9868,0.5904,3993072,60177070.41,10178903545.3,10178903545.3
2020-10-22,'002194,Œ‰∫∫∑≤π»,15.2,15.3,14.76,14.9,15.02,0.18,1.1984,0.6577,4448148,67305785.64,10280354411.2,10280354411.2
2020-10-21,'002194,Œ‰∫∫∑≤π»,15.02,15.39,14.96,15.32,15.3,-0.28,-1.8301,0.5556,3757422,56627847.42,10158613372.1,10158613372.1
2020-10-20,'002194,Œ‰∫∫∑≤π»,15.3,15.3,14.85,15.07,15.17,0.13,0.857,0.5929,4010150,60741589.98,10347988321.8,10347988321.8
2020-10-19,'002194,Œ‰∫∫∑≤π»,15.17,15.58,15.1,15.26,15.13,0.04,0.2644,0.721,4876736,74548448.02,10260064238.0,10260064238.0
2020-10-16,'002194,Œ‰∫∫∑≤π»,15.13,15.32,15.03,15.15,15.21,-0.08,-0.526,0.6244,4222946,63981255.21,10233010673.8,10233010673.8
2020-10-15,'002194,Œ‰∫∫∑≤π»,15.21,15.61,15.16,15.48,15.45,-0.24,-1.5534,0.744,5031908,77247958.2,10287117802.3,10287117802.3
2020-10-14,'002194,Œ‰∫∫∑≤π»,15.45,15.78,15.42,15.78,15.77,-0.32,-2.0292,0.9407,6362338,98800840.39,10449439187.7,10449439187.7
2020-10-13,'002194,Œ‰∫∫∑≤π»,15.77,15.83,15.59,15.83,15.83,-0.06,-0.379,1.0204,6901577,108484206.61,10665867701.6,10665867701.6
2020-10-12,'002194,Œ‰∫∫∑≤π»,15.83,15.88,15.0,15.23,15.14,0.69,4.5575,1.8884,12771831,199477978.79,10706448048.0,10706448048.0
2020-10-09,'002194,Œ‰∫∫∑≤π»,15.14,15.45,15.06,15.2,14.94,0.2,1.3387,1.2828,8676392,131662964.63,10239774064.8,10239774064.8
