ÈÕÆÚ,¹ÉÆ±´úÂë,Ãû³Æ,ÊÕÅÌ¼Û,×î¸ß¼Û,×îµÍ¼Û,¿ªÅÌ¼Û,Ç°ÊÕÅÌ,ÕÇµø¶î,ÕÇµø·ù,»»ÊÖÂÊ,³É½»Á¿,³É½»½ð¶î,×ÜÊÐÖµ,Á÷Í¨ÊÐÖµ
2020-11-18,'002521,Æë·åÐÂ²Ä,5.89,5.9,5.81,5.82,5.83,0.06,1.0292,0.9143,4522668,26542385.16,2913699473.91,2913699473.91
2020-11-17,'002521,Æë·åÐÂ²Ä,5.83,5.87,5.76,5.87,5.85,-0.02,-0.3419,0.8347,4129010,24022678.4,2884018324.77,2884018324.77
2020-11-16,'002521,Æë·åÐÂ²Ä,5.85,5.9,5.76,5.76,5.78,0.07,1.2111,1.0742,5313750,31000121.0,2893912041.15,2893912041.15
2020-11-13,'002521,Æë·åÐÂ²Ä,5.78,5.78,5.69,5.72,5.74,0.04,0.6969,0.6633,3281150,18820052.0,2859284033.82,2859284033.82
2020-11-12,'002521,Æë·åÐÂ²Ä,5.74,5.77,5.68,5.74,5.74,0.0,0.0,0.4664,2307100,13240364.0,2839496601.06,2839496601.06
2020-11-11,'002521,Æë·åÐÂ²Ä,5.74,5.76,5.71,5.76,5.75,-0.01,-0.1739,0.4828,2388201,13695951.73,2839496601.06,2839496601.06
2020-11-10,'002521,Æë·åÐÂ²Ä,5.75,5.82,5.68,5.72,5.73,0.02,0.349,0.7863,3889800,22297969.68,2844443459.25,2844443459.25
2020-11-09,'002521,Æë·åÐÂ²Ä,5.73,5.73,5.64,5.65,5.65,0.08,1.4159,0.8222,4067409,23164332.36,2834549742.87,2834549742.87
2020-11-06,'002521,Æë·åÐÂ²Ä,5.65,5.67,5.58,5.65,5.66,-0.01,-0.1767,0.598,2957983,16631200.97,2794974877.35,2794974877.35
2020-11-05,'002521,Æë·åÐÂ²Ä,5.66,5.66,5.55,5.59,5.59,0.07,1.2522,0.8007,3960901,22220859.95,2799921735.54,2799921735.54
2020-11-04,'002521,Æë·åÐÂ²Ä,5.59,5.61,5.48,5.59,5.59,0.0,0.0,0.5808,2873002,15911628.02,2765293728.21,2765293728.21
2020-11-03,'002521,Æë·åÐÂ²Ä,5.59,5.59,5.48,5.48,5.45,0.14,2.5688,0.4542,2247108,12469446.24,2765293728.21,2765293728.21
2020-11-02,'002521,Æë·åÐÂ²Ä,5.45,5.5,5.42,5.47,5.46,-0.01,-0.1832,0.5665,2802325,15295438.5,2696037713.55,2696037713.55
2020-10-30,'002521,Æë·åÐÂ²Ä,5.46,5.72,5.46,5.71,5.71,-0.25,-4.3783,1.4863,7352468,40914459.3,2700984571.74,2700984571.74
2020-10-29,'002521,Æë·åÐÂ²Ä,5.71,5.75,5.64,5.68,5.73,-0.02,-0.349,0.6169,3051622,17400313.24,2824656026.49,2824656026.49
2020-10-28,'002521,Æë·åÐÂ²Ä,5.73,5.76,5.66,5.72,5.71,0.02,0.3503,0.6276,3104687,17720726.67,2834549742.87,2834549742.87
2020-10-27,'002521,Æë·åÐÂ²Ä,5.71,5.76,5.7,5.73,5.75,-0.04,-0.6957,0.5063,2504690,14325216.05,2824656026.49,2824656026.49
2020-10-26,'002521,Æë·åÐÂ²Ä,5.75,5.77,5.66,5.66,5.66,0.09,1.5901,0.6198,3066194,17577462.66,2844443459.25,2844443459.25
2020-10-23,'002521,Æë·åÐÂ²Ä,5.66,5.82,5.66,5.72,5.7,-0.04,-0.7018,0.7975,3945100,22642792.18,2799921735.54,2799921735.54
