ÈÕÆÚ,¹ÉÆ±´úÂë,Ãû³Æ,ÊÕÅÌ¼Û,×î¸ß¼Û,×îµÍ¼Û,¿ªÅÌ¼Û,Ç°ÊÕÅÌ,ÕÇµø¶î,ÕÇµø·ù,»»ÊÖÂÊ,³É½»Á¿,³É½»½ð¶î,×ÜÊÐÖµ,Á÷Í¨ÊÐÖµ
2020-11-18,'002161,Ô¶ Íû ¹È,6.2,6.28,6.16,6.19,6.19,0.01,0.1616,0.4774,3531497,21932081.31,4586495880.0,4586495880.0
2020-11-17,'002161,Ô¶ Íû ¹È,6.19,6.24,6.12,6.23,6.22,-0.03,-0.4823,0.4869,3602134,22197800.23,4579098306.0,4579098306.0
2020-11-16,'002161,Ô¶ Íû ¹È,6.22,6.24,6.18,6.19,6.2,0.02,0.3226,0.4681,3463101,21492088.21,4601291028.0,4601291028.0
2020-11-13,'002161,Ô¶ Íû ¹È,6.2,6.25,6.15,6.24,6.3,-0.1,-1.5873,0.5825,4309300,26690223.98,4586495880.0,4586495880.0
2020-11-12,'002161,Ô¶ Íû ¹È,6.3,6.37,6.17,6.28,6.21,0.09,1.4493,0.824,6095784,38139858.82,4660471620.0,4660471620.0
2020-11-11,'002161,Ô¶ Íû ¹È,6.21,6.33,6.21,6.33,6.34,-0.13,-2.0505,0.5399,3993606,24928050.56,4593893454.0,4593893454.0
2020-11-10,'002161,Ô¶ Íû ¹È,6.34,6.45,6.3,6.43,6.41,-0.07,-1.092,0.6276,4643006,29555921.16,4690061916.0,4690061916.0
2020-11-09,'002161,Ô¶ Íû ¹È,6.41,6.44,6.31,6.31,6.29,0.12,1.9078,0.7952,5882920,37666137.0,4741844934.0,4741844934.0
2020-11-06,'002161,Ô¶ Íû ¹È,6.29,6.35,6.25,6.32,6.31,-0.02,-0.317,0.5651,4180691,26322632.14,4653074046.0,4653074046.0
2020-11-05,'002161,Ô¶ Íû ¹È,6.31,6.33,6.19,6.21,6.18,0.13,2.1036,0.59,4364924,27369778.0,4667869194.0,4667869194.0
2020-11-04,'002161,Ô¶ Íû ¹È,6.18,6.23,6.09,6.18,6.18,0.0,0.0,0.5282,3907386,24088199.62,4571700732.0,4571700732.0
2020-11-03,'002161,Ô¶ Íû ¹È,6.18,6.2,5.95,5.96,5.93,0.25,4.2159,0.7674,5677071,34734036.55,4571700732.0,4571700732.0
2020-11-02,'002161,Ô¶ Íû ¹È,5.93,6.15,5.91,6.13,6.12,-0.19,-3.1046,0.9491,7020971,42146236.91,4386761382.0,4386761382.0
2020-10-30,'002161,Ô¶ Íû ¹È,6.12,6.44,6.12,6.4,6.4,-0.28,-4.375,0.964,7131116,44546589.14,4527315288.0,4527315288.0
2020-10-29,'002161,Ô¶ Íû ¹È,6.4,6.46,6.39,6.45,6.53,-0.13,-1.9908,0.6328,4681449,30018635.44,4734447360.0,4734447360.0
2020-10-28,'002161,Ô¶ Íû ¹È,6.53,6.58,6.44,6.58,6.53,0.0,0.0,0.4205,3110720,20179512.8,4830615822.0,4830615822.0
2020-10-27,'002161,Ô¶ Íû ¹È,6.53,6.63,6.5,6.56,6.58,-0.05,-0.7599,0.3831,2834293,18551478.6,4830615822.0,4830615822.0
2020-10-26,'002161,Ô¶ Íû ¹È,6.58,6.67,6.5,6.66,6.68,-0.1,-1.497,0.3844,2843900,18734316.71,4867603692.0,4867603692.0
2020-10-23,'002161,Ô¶ Íû ¹È,6.68,6.8,6.65,6.73,6.74,-0.06,-0.8902,0.3769,2788300,18705349.0,4941579432.0,4941579432.0
2020-10-22,'002161,Ô¶ Íû ¹È,6.74,6.79,6.57,6.67,6.7,0.04,0.597,0.393,2906920,19509554.6,4985964876.0,4985964876.0
2020-10-21,'002161,Ô¶ Íû ¹È,6.7,6.83,6.66,6.81,6.82,-0.12,-1.7595,0.514,3802504,25522344.52,4956374580.0,4956374580.0
2020-10-20,'002161,Ô¶ Íû ¹È,6.82,6.82,6.65,6.72,6.74,0.08,1.1869,0.4094,3028931,20441438.67,5045145468.0,5045145468.0
2020-10-19,'002161,Ô¶ Íû ¹È,6.74,6.89,6.73,6.78,6.69,0.05,0.7474,0.6007,4443878,30193078.15,4985964876.0,4985964876.0
2020-10-16,'002161,Ô¶ Íû ¹È,6.69,6.85,6.62,6.82,6.78,-0.09,-1.3274,0.658,4867500,32624498.0,4948977006.0,4948977006.0
2020-10-15,'002161,Ô¶ Íû ¹È,6.78,6.9,6.76,6.85,6.9,-0.12,-1.7391,0.5909,4371264,29757412.8,5015555172.0,5015555172.0
2020-10-14,'002161,Ô¶ Íû ¹È,6.9,7.05,6.89,7.05,7.02,-0.12,-1.7094,0.6377,4717621,32647755.88,5104326060.0,5104326060.0
2020-10-13,'002161,Ô¶ Íû ¹È,7.02,7.09,6.98,7.06,7.0,0.02,0.2857,0.7961,5889524,41363196.73,5193096948.0,5193096948.0
2020-10-12,'002161,Ô¶ Íû ¹È,7.0,7.01,6.77,6.77,6.72,0.28,4.1667,1.1467,8482890,58991941.73,5178301800.0,5178301800.0
2020-10-09,'002161,Ô¶ Íû ¹È,6.72,6.8,6.63,6.66,6.55,0.17,2.5954,0.6251,4624093,31122930.57,4971169728.0,4971169728.0
2020-09-30,'002161,Ô¶ Íû ¹È,6.55,6.67,6.55,6.64,6.68,-0.13,-1.9461,0.5573,4122477,27170019.27,4845410970.0,4845410970.0
2020-09-29,'002161,Ô¶ Íû ¹È,6.68,6.87,6.45,6.45,6.44,0.24,3.7267,0.971,7183171,47971959.41,4941579432.0,4941579432.0
2020-09-28,'002161,Ô¶ Íû ¹È,6.44,6.71,6.4,6.69,6.67,-0.23,-3.4483,0.926,6849909,44454685.85,4764037656.0,4764037656.0
